Date,Place,amount,Month,Year,Day,City
2018-09-05,SFU STB WEST # 87275702 BURNABY BC,4.46,SEP,2018,05,NEW WESTMINSTER
2018-09-05,ESSO 3965 NORTH ROAD BURNABY BC,20.0,SEP,2018,05,NORTH VANCOUVER
2018-09-06,DAMACAN SUSHI BURNABY BC,39.0,SEP,2018,06,BURNABY
2018-09-07,NW PARKING SERVICES NEW WESTMINSTBC,1.0,SEP,2018,07,NEW WESTMINSTER
2018-09-07,MCDONALD'S #21433 NEW WESTMINSTBC,4.19,SEP,2018,07,NEW WESTMINSTER
2018-09-07,CACTUS CLUB COQUITLAM COQUITLAM BC,19.38,SEP,2018,07,COQUITLAM
2018-09-08,COMPASS VENDING BURNABY BC,5.0,SEP,2018,08,BURNABY
2018-09-08,COMPASS ACCOUNT BURNABY BC,2.95,SEP,2018,08,BURNABY
2018-09-09,MYOUNG DONG KAHL GOOK SOOBURNABY BC,10.0,SEP,2018,09,BURNABY
2018-09-09,SAPPERTON TOWN PANTRY PAPNEW WESTMINSTBC,20.0,SEP,2018,09,NEW WESTMINSTER
2018-09-09,MCDONALD'S #21433 NEW WESTMINSTBC,3.98,SEP,2018,09,NEW WESTMINSTER
2018-09-09,WOODS SPORTS PUB COQUITLAM BC,8.6,SEP,2018,09,COQUITLAM
2018-09-10,SUBWAY 07752 SURREY BC,4.19,SEP,2018,10,SURREY
2018-09-11,AMAZON.CA AMAZON.CA ON,34.91,SEP,2018,11,Unknown
2018-09-11,SHAW CABLESYSTEMS CALGARY AB,53.16,SEP,2018,11,Unknown
2018-09-11,QUEENS PARK TOWN PANTRY PNEW WESTMINSTBC,20.0,SEP,2018,11,NEW WESTMINSTER
2018-09-11,QUESADA MEXICAN GRILL NEW WESTMINSTBC,9.86,SEP,2018,11,NEW WESTMINSTER
2018-09-12,IMPARK00012298U NEW WESTMINSTBC,2.0,SEP,2018,12,NEW WESTMINSTER
2018-09-12,SFU STB WEST # 87275702 BURNABY BC,2.36,SEP,2018,12,NEW WESTMINSTER
2018-09-14,MCDONALD'S #40251 BURNABY BC,12.16,SEP,2018,14,BURNABY
2018-02-28,MCDONALD'S #21433 NEW WESTMINSTBC,1.05,FEB,2018,28,NEW WESTMINSTER
2018-03-01,NESTERS MARKET #80063 BURNABY BC,16.58,MAR,2018,01,BURNABY
2018-03-01,HOPS NEW WESTMINSTBC,47.38,MAR,2018,01,NEW WESTMINSTER
2018-03-02,TELUS MOBILITY SCARBOROUGH ON,189.62,MAR,2018,02,Unknown
2018-03-02,ZAAKI DONAIR N WESTMINSTERBC,21.0,MAR,2018,02,NEW WESTMINSTER
2018-03-02,FRENCHIES MONTREAL SMOKEDVANCOUVER BC,16.17,MAR,2018,02,VANCOUVER
2018-03-03,COMPASS VENDING BURNABY BC,5.0,MAR,2018,03,BURNABY
2018-03-03,COMPASS VENDING BURNABY BC,5.0,MAR,2018,03,BURNABY
2018-03-04,PAYPAL *RUKSHANAH1 4029357733 ON,29.78,MAR,2018,04,Unknown
2018-03-04,CHURCH'S CHICKEN COQUITLAM BC,2.63,MAR,2018,04,COQUITLAM
2018-03-04,COQUITLAM CHEERS CHICKEN COQUITLAM BC,19.5,MAR,2018,04,COQUITLAM
2018-05-27,SAVE ON FOODS #2221 BURNABY BC,9.16,MAY,2018,27,BURNABY
2018-05-28,AMAZON *MARKETPLCE CA WWW.AMAZON.CAON,15.55,MAY,2018,28,Unknown
2018-05-29,CINEPLEX ENTERTAINMENT 416-323-6600 ON,15.3,MAY,2018,29,Unknown
2018-05-30,BIG CHICKEN TOWN (COQU COQUITLAM BC,26.51,MAY,2018,30,COQUITLAM
2018-05-31,ESSO 3965 NORTH ROAD BURNABY BC,20.0,MAY,2018,31,NORTH VANCOUVER
2018-06-01,"ATOM TICKETS, LLC 3106272866 CA",12.0,JUN,2018,01,Unknown
2018-06-01,FRESH BOX BURNABY BC,6.95,JUN,2018,01,BURNABY
2018-06-01,MCDONALD'S #21433 MYMCDS NEW WESTMINSTBC,4.08,JUN,2018,01,NEW WESTMINSTER
2018-06-01,PAYBYPHONE BURNABY VANCOUVER BC,0.33,JUN,2018,01,BURNABY
2018-06-02,WAL-MART SUPERCENTER#5777NEW WESTMINSTBC,40.42,JUN,2018,02,NEW WESTMINSTER
2018-06-02,MCDONALD'S #40094 NEW WESTMINSTBC,1.05,JUN,2018,02,NEW WESTMINSTER
2018-06-03,DELICIOUS PHO COQUITLAM BC,10.98,JUN,2018,03,COQUITLAM
2018-06-03,PETROCAN-829 BRUNETTE AVECOQUITLAM BC,20.0,JUN,2018,03,COQUITLAM
2018-06-04,MASTER BILLIARDS COQUITLAM BC,8.47,JUN,2018,04,COQUITLAM
2018-06-04,SPOTIFY P06398B8E1 STOCKHOLM,4.99,JUN,2018,04,Unknown
2018-04-03,FANDINE TECHNOLOGIES L VANCOUVER BC,3.45,APR,2018,03,VANCOUVER
2018-04-04,TIM HORTONS #7536 BURNABY BC,1.88,APR,2018,04,BURNABY
2018-04-04,SPOTIFY P05817BAD9 STOCKHOLM,4.99,APR,2018,04,Unknown
2018-04-05,FANDINE TECHNOLOGIES L VANCOUVER BC,1.0,APR,2018,05,VANCOUVER
2018-04-05,CLUB ILIA BURNABY BC,10.14,APR,2018,05,BURNABY
2018-12-02,CENTENNIAL TOWN PANTRY BURNABY BC,4.02,DEC,2018,02,BURNABY
2018-12-02,MCDONALD'S #21433 NEW WESTMINSTBC,2.61,DEC,2018,02,NEW WESTMINSTER
2018-12-02,MCDONALD'S #29716 MYMCDS BURNABY BC,1.77,DEC,2018,02,BURNABY
2018-12-03,WAL-MART SUPERCENTER#1213BURNABY BC,13.29,DEC,2018,03,BURNABY
2018-12-03,PHO 99 RESTAURANT COQUITLAM BC,11.55,DEC,2018,03,COQUITLAM
2018-12-03,AMZN MKTP CA*M04E55HR1 WWW.AMAZON.CAON,34.22,DEC,2018,03,Unknown
2018-12-04,SPOTIFY P08878E1BA STOCKHOLM,4.99,DEC,2018,04,Unknown
2018-12-04,CENTENNIAL TOWN PANTRY BURNABY BC,4.02,DEC,2018,04,BURNABY
2018-12-04,MCDONALD'S #40255 MYMCDS NEW WESTMINSTBC,1.05,DEC,2018,04,NEW WESTMINSTER
2018-12-04,ESSO 780 6TH STREET NEW WEST BC,20.0,DEC,2018,04,NEW WESTMINSTER
2018-12-05,CENTENNIAL TOWN PANTRY BURNABY BC,24.02,DEC,2018,05,BURNABY
2018-12-06,KAWA SUSHI JAPANESE RESTAVANCOUVER BC,7.9,DEC,2018,06,VANCOUVER
2018-12-07,STARBUCKS CARD RELOAD 800-782-7282 ON,25.0,DEC,2018,07,Unknown
2018-12-07,CACTUS CLUB COQUITLAM COQUITLAM BC,22.31,DEC,2018,07,COQUITLAM
2018-12-08,CENTENNIAL TOWN PANTRY BURNABY BC,4.02,DEC,2018,08,BURNABY
2018-12-08,MCDONALD'S #23911 MYMCDS SURREY BC,3.15,DEC,2018,08,SURREY
2018-12-09,WAL-MART SUPERCENTER#3008BURNABY BC,15.52,DEC,2018,09,BURNABY
2018-12-09,KRISHNAS DOSA GRILL SURREY BC,13.6,DEC,2018,09,SURREY
2018-07-30,WHITE SPOT #163 BURNABY BC,12.75,JUL,2018,30,BURNABY
2018-07-30,SAPPERTON TOWN PANTRY PAPNEW WESTMINSTBC,20.0,JUL,2018,30,NEW WESTMINSTER
2018-08-01,A&W SFU #773 BURNABY BC,6.81,AUG,2018,01,BURNABY
2018-08-02,TAP & BARREL BREWHALL VANCOUVER BC,7.77,AUG,2018,02,VANCOUVER
2018-08-02,TAP & BARREL BREWHALL VANCOUVER BC,11.58,AUG,2018,02,VANCOUVER
2018-08-02,TAP & BARREL BREWHALL VANCOUVER BC,7.77,AUG,2018,02,VANCOUVER
2018-08-02,MCDONALD'S #8078 Q04 VANCOUVER BC,2.63,AUG,2018,02,VANCOUVER
2018-08-02,11170 MACS CONV. STORES NEW WESTMINISBC,2.61,AUG,2018,02,TORONTO
2018-08-04,MCDONALD'S #23911 Q04 SURREY BC,9.19,AUG,2018,04,SURREY
2018-08-04,CITY OF WHITE ROCK - TICKWHITE ROCK BC,2.42,AUG,2018,04,Unknown
2018-08-04,ZAAKI DONAIR N WESTMINSTERBC,8.93,AUG,2018,04,NEW WESTMINSTER
2018-08-05,FONG HOLDINGS LTD - AUTO BURNABY BC,7.0,AUG,2018,05,BURNABY
2018-08-06,BR FACTORY STORE 7616 VANCOUVER BC,30.78,AUG,2018,06,TORONTO
2018-08-06,SPOTIFY P06F3DEE35 STOCKHOLM,4.99,AUG,2018,06,Unknown
2018-08-08,SHAW CABLESYSTEMS CALGARY AB,44.8,AUG,2018,08,Unknown
2018-08-08,MCDONALD'S #12135 Q04 COQUITLAM BC,1.83,AUG,2018,08,COQUITLAM
2018-10-26,DAMSO RESTAURANT BUTE LTDVANCOUVER BC,28.28,OCT,2018,26,VANCOUVER
2018-10-27,TELUS MOBILITY PREAUTH CALGARY AB,119.43,OCT,2018,27,Unknown
2018-10-27,COQUITLAM CHEERS CHICKEN COQUITLAM BC,10.58,OCT,2018,27,COQUITLAM
2018-10-27,MCDONALD'S #23911 MYMCDS SURREY BC,1.88,OCT,2018,27,SURREY
2018-10-28,SAFEWAY #4917 NEW WESTMINSTBC,15.99,OCT,2018,28,NEW WESTMINSTER
2018-10-28,A&W STORE # 0573 SURREY BC,4.73,OCT,2018,28,TORONTO
2018-10-28,KOODO MOBILE PAC EDMONTON AB,36.2,OCT,2018,28,Unknown
2018-10-28,MCDONALD'S #23911 MYMCDS SURREY BC,1.88,OCT,2018,28,SURREY
2018-10-29,FRESHII - 1170 BURNABY BC,9.44,OCT,2018,29,BURNABY
2018-10-30,KI SUSHI JAPANESE RESTAURNEW WESTMINSTBC,13.58,OCT,2018,30,NEW WESTMINSTER
2018-10-30,MCDONALD'S #40251 BURNABY BC,4.19,OCT,2018,30,BURNABY
2018-10-30,ESSO 12808 KING GEORGE HWSURREY BC,40.0,OCT,2018,30,SURREY
2018-10-30,SAVE ON FOODS #2228 BURNABY BC,2.39,OCT,2018,30,BURNABY
2018-10-31,SFU J DOUGLAS # 87275004 BURNABY BC,9.23,OCT,2018,31,LAS VEGAS
2018-11-01,DENNY'S #9300 SURREY BC,146.42,NOV,2018,01,SURREY
2018-11-02,DENNY'S 03-089 COQUITL COQUITLAM BC,23.52,NOV,2018,02,COQUITLAM
2018-11-04,PHO99 VIETNAMESE NOODL COQUITLAM BC,58.63,NOV,2018,04,COQUITLAM
2018-11-04,SPOTIFY P081D4B6DF STOCKHOLM,4.99,NOV,2018,04,Unknown
2018-11-04,THE HOLY CRAB VANCOUVER BC,15.38,NOV,2018,04,VANCOUVER
2018-11-04,ESSO 3965 NORTH ROAD BURNABY BC,40.0,NOV,2018,04,NORTH VANCOUVER
2018-11-06,WONHO HAIR SALON COQUITLAM BC,18.11,NOV,2018,06,COQUITLAM
2018-11-06,PHO 99 RESTAURANT COQUITLAM BC,13.24,NOV,2018,06,COQUITLAM
2018-11-06,DEPENDABLE BRAKES&MUFFLERNEW WESTMINSTBC,44.8,NOV,2018,06,NEW WESTMINSTER
2018-11-07,MCDONALD'S #12135 Q04 COQUITLAM BC,2.09,NOV,2018,07,COQUITLAM
2018-11-08,QUEENS PARK TOWN PANTRY NEW WESTMINSTBC,4.02,NOV,2018,08,NEW WESTMINSTER
2018-11-08,MCDONALD'S #21433 MYMCDS NEW WESTMINSTBC,2.09,NOV,2018,08,NEW WESTMINSTER
2018-11-09,MASTER BILLIARDS COQUITLAM BC,9.24,NOV,2018,09,COQUITLAM
2018-11-09,MCDONALD'S #10429 SQUAMISH BC,3.14,NOV,2018,09,Unknown
2018-11-09,MCDONALD'S #10429 SQUAMISH BC,3.14,NOV,2018,09,Unknown
2018-11-09,BC LIQUOR #097 NEW WESTMINSTBC,47.35,NOV,2018,09,NEW WESTMINSTER
2018-11-13,CHATIME BURNABY BC,5.57,NOV,2018,13,BURNABY
2018-11-13,ZARA RICHMOND #9279 RICHMOND BC,44.69,NOV,2018,13,RICHMOND
2018-11-14,RAMEN GAOH BURNABY BC,14.79,NOV,2018,14,BURNABY
2018-11-15,MCDONALD'S #40251 MYMCDS BURNABY BC,2.09,NOV,2018,15,BURNABY
2018-11-15,GREEN LEAF CAFE BURNABY BC,24.7,NOV,2018,15,BURNABY
2018-11-16,REVENUE SERVICES BC VICTORIA BC,23.0,NOV,2018,16,TORONTO
2018-11-17,STARBUCKS CARD RELOAD 800-782-7282 ON,10.0,NOV,2018,17,Unknown
2018-11-17,COQUITLAM CHEERS CHICKEN COQUITLAM BC,42.3,NOV,2018,17,COQUITLAM
2018-11-17,ROYAL CITY TAXI # 90 NEW WESTMINSTBC,54.7,NOV,2018,17,NEW WESTMINSTER
2018-11-18,VANCOUVER TAXI VANCOUVER BC,48.4,NOV,2018,18,VANCOUVER
2018-11-19,COQ CENTENNIAL ACTIVIT COQUITLAM BC,4.75,NOV,2018,19,COQUITLAM
2018-11-19,PETROCAN-1969 WILLINGDON BURNABY BC,40.0,NOV,2018,19,BURNABY
2018-11-19,MCDONALD'S #40251 MYMCDS BURNABY BC,13.1,NOV,2018,19,BURNABY
2018-11-20,WAL-MART SUPERCENTER#1213BURNABY BC,5.0,NOV,2018,20,BURNABY
2018-11-20,T&T SUPERMARKET #001 BURNABY BC,13.98,NOV,2018,20,BURNABY
2018-11-21,BLOSSOM TEAS BURNABY BC,8.98,NOV,2018,21,BURNABY
2018-11-22,"ATOM TICKETS, LLC 3106272866 CA",17.0,NOV,2018,22,Unknown
2018-11-22,CENTENNIAL TOWN PANTRY BURNABY BC,4.02,NOV,2018,22,BURNABY
2018-11-24,WAVES COFFEE HSE COLUMBIANEW WESTMINSTBC,9.35,NOV,2018,24,NEW WESTMINSTER
2018-01-25,G&J FOOD LTD. RICHMOND BC,6.25,JAN,2018,25,RICHMOND
2018-01-26,A&W #0773 SFU BURNABY BC,6.81,JAN,2018,26,BURNABY
2018-01-26,MINISO CANADA BURNABY BC,16.79,JAN,2018,26,BURNABY
2018-01-27,WINGS ON GRANVILLE VANCOUVER BC,15.95,JAN,2018,27,VANCOUVER
2018-01-30,BR FACTORY STORE 7616 VANCOUVER BC,55.99,JAN,2018,30,TORONTO
2018-01-30,ICBC #59037 NEW WESTMINSTBC,421.23,JAN,2018,30,NEW WESTMINSTER
2018-01-30,ESSO 736 6TH AVENUE NEW WESTMINSTBC,20.0,JAN,2018,30,NEW WESTMINSTER
2018-02-01,IMPARK00010644U N VANCOUVER BC,7.0,FEB,2018,01,VANCOUVER
2018-02-02,EBISU ON ROBSON VANCOUVER BC,14.38,FEB,2018,02,VANCOUVER
2018-02-02,MCDONALD'S #12135 Q04 COQUITLAM BC,14.44,FEB,2018,02,COQUITLAM
2018-02-02,CITY OF VAN PAYBYPHONE VANCOUVER BC,1.0,FEB,2018,02,VANCOUVER
2018-02-02,CITY OF VAN PAYBYPHONE VANCOUVER BC,0.5,FEB,2018,02,VANCOUVER
2018-02-02,CITY OF VAN PAYBYPHONE VANCOUVER BC,0.33,FEB,2018,02,VANCOUVER
2018-02-03,SOBEYS LIQUOR 5397 COQUITLAM BC,16.11,FEB,2018,03,COQUITLAM
2018-02-03,HOPS NEW WESTMINSTBC,32.91,FEB,2018,03,NEW WESTMINSTER
2018-02-03,ESSO 3965 NORTH ROAD BURNABY BC,20.0,FEB,2018,03,NORTH VANCOUVER
2018-09-26,MCDONALD'S #40251 MYMCDS BURNABY BC,2.09,SEP,2018,26,BURNABY
2018-09-26,ESSO 3965 NORTH ROAD BURNABY BC,20.0,SEP,2018,26,NORTH VANCOUVER
2018-09-27,TELUS MOBILITY PREAUTH CALGARY AB,138.7,SEP,2018,27,Unknown
2018-09-28,KOODO MOBILE PAC EDMONTON AB,36.2,SEP,2018,28,Unknown
2018-09-29,SUSHI WELL NEW WESTMINSTBC,4.46,SEP,2018,29,NEW WESTMINSTER
2018-09-29,AJUKER FRIED CHICKEN COQUITLAM BC,17.32,SEP,2018,29,COQUITLAM
2018-09-29,PIZZA HUT BURNABY BC,10.5,SEP,2018,29,BURNABY
2018-09-30,IMPARK00012221U VANCOUVER BC,2.0,SEP,2018,30,VANCOUVER
2018-09-30,MCDONALD'S #21433 NEW WESTMINSTBC,4.29,SEP,2018,30,NEW WESTMINSTER
2018-09-30,SKYBRIDGE TOWN PANTRY PAPSURREY BC,20.0,SEP,2018,30,SURREY
2018-10-03,MCDONALD'S #12135 MYMCDS COQUITLAM BC,1.88,OCT,2018,03,COQUITLAM
2018-10-04,SPOTIFY P07B67E998 STOCKHOLM,4.99,OCT,2018,04,Unknown
2018-10-05,FRESHII - 1170 BURNABY BC,9.44,OCT,2018,05,BURNABY
2018-10-05,ROYAL OAK TOWN PANTRY PAPBURNABY BC,20.0,OCT,2018,05,BURNABY
2018-10-05,MCDONALD'S #21433 NEW WESTMINSTBC,1.88,OCT,2018,05,NEW WESTMINSTER
2018-10-06,STARBUCKS 00137 N WESTMINSTERBC,2.26,OCT,2018,06,NEW WESTMINSTER
2018-10-07,WAL-MART SUPERCENTER#3008BURNABY BC,42.19,OCT,2018,07,BURNABY
2018-10-07,NAGOYA SURREY BC,10.49,OCT,2018,07,SURREY
2018-10-08,GREEN TIMBERS LIQUOR S SURREY BC,11.35,OCT,2018,08,SURREY
2018-10-08,MCDONALD'S #40255 MYMCDS NEW WESTMINSTBC,1.88,OCT,2018,08,NEW WESTMINSTER
2018-10-09,WAL-MART SUPERCENTER#3008BURNABY BC,9.76,OCT,2018,09,BURNABY
2018-10-09,LITTLE TEA HOUSE BURNABY BC,5.25,OCT,2018,09,BURNABY
2018-10-10,PIZZA HUT #31105 NEW WESTMINSTBC,9.44,OCT,2018,10,NEW WESTMINSTER
2018-10-10,ROYAL OAK TOWN PANTRY PAPBURNABY BC,20.0,OCT,2018,10,BURNABY
2018-10-10,MCDONALD'S #12135 MYMCDS COQUITLAM BC,1.88,OCT,2018,10,COQUITLAM
2018-10-11,SHAW CABLESYSTEMS CALGARY AB,44.8,OCT,2018,11,Unknown
2018-10-12,MCDONALD'S #14908 MYMCDS BURNABY BC,1.05,OCT,2018,12,BURNABY
2018-10-12,QUEENSBOROUGH LANDING LIQNEW WESTMINSTBC,8.5,OCT,2018,12,NEW WESTMINSTER
2018-10-14,A&W STORE # 0573 SURREY BC,3.18,OCT,2018,14,TORONTO
2018-10-14,A&W STORE # 0573 SURREY BC,10.23,OCT,2018,14,TORONTO
2018-10-14,SUSHI WELL NEW WESTMINSTBC,28.17,OCT,2018,14,NEW WESTMINSTER
2018-10-14,WESTPARK - PAY BY PHONE VVANCOUVER BC,2.85,OCT,2018,14,NEW WESTMINSTER
2018-10-14,SKYBRIDGE TOWN PANTRY PAPSURREY BC,20.0,OCT,2018,14,SURREY
2018-10-15,REVENUE SERVICES BC VICTORIA BC,23.0,OCT,2018,15,TORONTO
2018-10-15,DAMACAN SUSHI BURNABY BC,11.0,OCT,2018,15,BURNABY
2019-04-27,KOODO MOBILE PAC EDMONTON AB,46.2,APR,2019,27,Unknown
2019-04-27,TELUS MOBILITY PREAUTH CALGARY AB,135.8,APR,2019,27,Unknown
2019-04-27,88 SUPERMARKET VANCOUVER BC,3.9,APR,2019,27,VANCOUVER
2019-04-27,CENTENNIAL TOWN PANTRY BURNABY BC,20.0,APR,2019,27,BURNABY
2019-04-27,SAL Y LIMON MEXICAN CUISIVANCOUVER BC,16.48,APR,2019,27,VANCOUVER
2019-04-30,PETROCAN-7890 CANADA WAY BURNABY BC,50.64,APR,2019,30,BURNABY
2019-05-01,WAL-MART SUPERCENTER#1205SURREY BC,48.43,MAY,2019,01,SURREY
2019-05-02,GREEN TIMBERS LIQUOR S SURREY BC,10.2,MAY,2019,02,SURREY
2019-05-03,H-MART COQUITLAM BC,9.77,MAY,2019,03,COQUITLAM
2019-05-04,SPOTIFY P0AB5A0E57 STOCKHOLM,4.99,MAY,2019,04,Unknown
2019-05-04,SUPER SAVE GAS #11 MERRITT BC,48.78,MAY,2019,04,Unknown
2019-05-04,CACTUS CLUB KELOWNA YA KELOWNA BC,67.94,MAY,2019,04,Unknown
2019-05-05,TIM HORTONS #7552 KELOWNA BC,2.09,MAY,2019,05,Unknown
2019-05-05,PETROCAN-1090 WESTMINSTERPENTICTON BC,28.08,MAY,2019,05,NEW WESTMINSTER
2019-05-05,PETROCAN-1969 WILLINGDON BURNABY BC,36.37,MAY,2019,05,BURNABY
2019-05-05,CRAFT BEER MARKET - KELOWKELOWNA BC,28.78,MAY,2019,05,Unknown
2019-05-09,DANA - SIERRA WIRELESS RICHMOND BC,2.0,MAY,2019,09,RICHMOND
2019-05-11,PERVERTD ICE CREAM VANCOUVER BC,6.3,MAY,2019,11,VANCOUVER
2019-05-11,SHAW CABLESYSTEMS CALGARY AB,7.45,MAY,2019,11,Unknown
2019-05-12,PETROCAN-5111 GRT MCCHONARICHMOND BC,1.09,MAY,2019,12,RICHMOND
2019-05-12,YVR PARKING RICHMOND BC,9.5,MAY,2019,12,RICHMOND
2019-05-13,PETROCAN-6502 VICTORIA DRVANCOUVER BC,37.45,MAY,2019,13,TORONTO
2019-05-14,DANA - SIERRA WIRELESS RICHMOND BC,7.0,MAY,2019,14,RICHMOND
2019-05-14,"ATOM TICKETS, LLC 3106272866 CA",12.99,MAY,2019,14,Unknown
2019-05-15,REVENUE SERVICES BC VICTORIA BC,23.0,MAY,2019,15,TORONTO
2019-05-15,TOKYO JOE'S SUSHI FACTORYRICHMOND BC,10.71,MAY,2019,15,TORONTO
2019-05-15,MCDONALD'S #21433 NEW WESTMINSTBC,6.18,MAY,2019,15,NEW WESTMINSTER
2019-05-17,DANA - SIERRA WIRELESS RICHMOND BC,1.05,MAY,2019,17,RICHMOND
2019-05-17,THE KEG DUNSMUIR VANCOUVER BC,55.05,MAY,2019,17,VANCOUVER
2019-05-18,XPRESS DONAIR HOUSE COQUITLAM BC,13.03,MAY,2019,18,COQUITLAM
2019-05-19,COQUITLAM CHEERS CHICKEN COQUITLAM BC,44.59,MAY,2019,19,COQUITLAM
2019-05-19,DENNY'S 03-089 COQUITL COQUITLAM BC,139.31,MAY,2019,19,COQUITLAM
2019-05-20,COQUITLAM CHEERS CHICKEN COQUITLAM BC,14.48,MAY,2019,20,COQUITLAM
2019-03-28,TELUS MOBILITY PREAUTH CALGARY AB,164.1,MAR,2019,28,Unknown
2019-03-29,KOODO MOBILE PAC EDMONTON AB,46.2,MAR,2019,29,Unknown
2019-03-30,SAFEWAY #4911 BURNABY BC,1.69,MAR,2019,30,BURNABY
2019-03-30,SUSHI UOMO BURNABY BC,14.52,MAR,2019,30,BURNABY
2019-03-30,QUEENS PARK TOWN PANTRY PNEW WESTMINSTBC,20.0,MAR,2019,30,NEW WESTMINSTER
2019-03-31,PHO MR. DO VIETNAMESE RESBURNABY BC,5.2,MAR,2019,31,BURNABY
2019-03-31,CENTENNIAL TOWN PANTRY PABURNABY BC,50.0,MAR,2019,31,BURNABY
2019-04-02,"ATOM TICKETS, LLC 3106272866 CA",17.0,APR,2019,02,Unknown
2019-04-02,RENAISSANCE COFFEE BURNABY BC,2.15,APR,2019,02,SAN FRANSCISCO
2019-04-02,QUESADA BURRITOS AND TACOBURNABY BC,8.07,APR,2019,02,BURNABY
2019-04-04,SPOTIFY P0A3F48122 STOCKHOLM,4.99,APR,2019,04,Unknown
2019-04-04,SUSHI CALIFORNIA COQUITLAM BC,12.65,APR,2019,04,COQUITLAM
2019-04-06,PHO MR. DO VIETNAMESE RESBURNABY BC,7.0,APR,2019,06,BURNABY
2019-04-11,SHAW CABLESYSTEMS CALGARY AB,103.04,APR,2019,11,Unknown
2019-04-12,SUSHI CALIFORNIA COQUITLAM BC,15.34,APR,2019,12,COQUITLAM
2019-04-13,CHAD THAI BURNABY BC,13.27,APR,2019,13,BURNABY
2019-04-13,BLOSSOM TEAS BURNABY BC,4.94,APR,2019,13,BURNABY
2019-04-13,PETROCAN-7890 CANADA WAY BURNABY BC,50.5,APR,2019,13,BURNABY
2019-04-14,MCDONALD'S #29716 Q04 BURNABY BC,1.77,APR,2019,14,BURNABY
2019-04-15,MCDONALD'S #1449 MYMCDS COQUITLAM BC,2.93,APR,2019,15,COQUITLAM
2019-04-15,MCDONALD'S #1449 Q04 COQUITLAM BC,1.05,APR,2019,15,COQUITLAM
2019-04-16,REVENUE SERVICES BC VICTORIA BC,23.0,APR,2019,16,TORONTO
2019-04-17,SFU J DOUGLAS # 87275004 BURNABY BC,9.23,APR,2019,17,LAS VEGAS
2019-04-19,TAQUERIA PLAYA TROPICAL NEW WESTMINSTBC,15.75,APR,2019,19,NEW WESTMINSTER
2019-04-20,MCDONALD'S #29002 Q04 N. VANCOUVER BC,2.1,APR,2019,20,VANCOUVER
2019-04-20,SHELL 4191 NORTH RD BURNABY BC,16.03,APR,2019,20,NORTH VANCOUVER
2019-04-20,SHELL 1580 HWY 99. SQUAMISH BC,42.6,APR,2019,20,Unknown
2019-04-21,PLUS KARAOKE COQUITLAM BC,12.0,APR,2019,21,COQUITLAM
2019-04-23,WOODS SPORTS PUB COQUITLAM BC,14.56,APR,2019,23,COQUITLAM
2019-04-23,MCDONALD'S #14908 BURNABY BC,1.05,APR,2019,23,BURNABY
2019-03-11,SHAW CABLESYSTEMS CALGARY AB,44.81,MAR,2019,11,Unknown
2019-03-11,BLOSSOM TEAS BURNABY BC,4.85,MAR,2019,11,BURNABY
2019-03-11,INLET TOWN PANTRY PAP BURNABY BC,20.0,MAR,2019,11,BURNABY
2019-03-11,MCDONALD'S #29716 Q04 BURNABY BC,6.81,MAR,2019,11,BURNABY
2019-03-11,MCDONALD'S #12135 Q04 COQUITLAM BC,1.88,MAR,2019,11,COQUITLAM
2019-03-13,PHO MR. DO VIETNAMESE RESBURNABY BC,10.4,MAR,2019,13,BURNABY
2019-03-15,REVENUE SERVICES BC VICTORIA BC,23.0,MAR,2019,15,TORONTO
2019-03-15,PETROCAN-8014 KING GEORGESURREY BC,48.31,MAR,2019,15,SURREY
2019-03-18,PIZZA HUT #31154 BURNABY BC,13.52,MAR,2019,18,BURNABY
2019-03-20,AMAZON.CA*MW3JB8AC0 AMAZON.CA ON,16.12,MAR,2019,20,Unknown
2019-03-21,AMAZON.CA*MW50K21M1 AMAZON.CA ON,17.07,MAR,2019,21,Unknown
2019-03-22,YAGUCHIYA RAMEN BURNABY BC,15.4,MAR,2019,22,BURNABY
2019-03-23,MCDONALD'S #29002 Q04 N. VANCOUVER BC,4.5,MAR,2019,23,VANCOUVER
2019-03-24,HANGANG KOREAN RESTAUR COQUITLAM BC,19.84,MAR,2019,24,COQUITLAM
2019-03-25,SAPPERTON TOWN PANTRY PAPNEW WESTMINSTBC,20.0,MAR,2019,25,NEW WESTMINSTER
2019-03-26,BBONG KOREAN RESTAURAN COQUITLAM BC,21.17,MAR,2019,26,COQUITLAM
